Target Name,Target Accession,Target Length,Query Name,Query Accession,Query Length,E-value,Score,Bias,Domain Index,Domain Count,Cond. E-value,Domain Ind. E-value,Domain Bit-score,Domain Bias,Query Ali. Start,Query Ali. End,Target Ali. Start,Target Ali. End,Target Env. Start,Target Env. End,Acc,Description,Mapped PDB(s),Number of Identical Sequences,targetCoverage
LPERR03G21710,LPERR03G21710,525,Query,-,528,8.1e-181,615.2,14.2,1,1,4.1e-185,9.8e-181,614.8873291,14.15,7,525,4,522,2,525,0.98,,,0,0.982954545454545
B456_009G268200,B456_009G268200,527,Query,-,528,8.2e-181,615.1,15.6,1,1,3.8e-185,9e-181,615.0031738,15.62,6,525,5,524,1,527,0.98,hypothetical protein,,0,0.984848484848485
maker-pir_contig_1101-fgenesh-gene-0.1,maker-pir_contig_1101-fgenesh-gene-0.1,576,Query,-,528,8.2e-181,615.1,1.5,1,1,4.2e-185,1e-180,614.8416138,1.46,2,525,4,531,3,533,0.97,T-complex protein 1 subunit eta.[Source:PGD;Acc:maker-pir_contig_1101-fgenesh-gene-0.1],,0,1
MONBRDRAFT_33089,MONBRDRAFT_33089,530,Query,-,528,8.5e-181,615.1,15.4,1,1,4.1e-185,9.7e-181,614.9067383,15.37,3,524,4,525,2,529,0.98,predicted protein,,0,0.988636363636364
TRIUR3_30046,TRIUR3_30046,537,Query,-,528,8.7e-181,615.1,19.8,1,1,4.3e-185,1e-180,614.8265991,19.81,13,524,13,533,2,537,0.98,T-complex protein 1 subunit alpha [Source:UniProtKB/TrEMBL;Acc:M7ZCY9],,0,0.986742424242424
PRSY57_0319600,PRSY57_0319600,535,Query,-,528,8.7e-181,615.1,12.7,1,1,4.4e-185,1e-180,614.7930298,12.69,2,519,10,531,9,534,0.98,T-complex protein 1 epsilon subunit, putative,,0,0.988636363636364
HORVU5Hr1G085530,HORVU5Hr1G085530,537,Query,-,528,8.8e-181,615,11.6,1,1,4.3e-185,1e-180,614.80896,11.57,7,525,16,534,11,537,0.98,,,0,0.982954545454545
Zm00001d008369,Zm00001d008369,525,Query,-,528,9.1e-181,615,13.7,1,1,4.6e-185,1.1e-180,614.7242432,13.73,7,525,4,522,2,525,0.98,Putative TCP-1/cpn60 chaperonin family protein,,1,0.982954545454545
SETIT_001003mg,SETIT_001003mg,525,Query,-,528,9.2e-181,615,14.2,1,1,4.7e-185,1.1e-180,614.6946411,14.22,7,525,4,522,2,525,0.98,hypothetical protein,,0,0.982954545454545
Pp3c7_24640,Pp3c7_24640,541,Query,-,528,9.8e-181,614.9,22.2,1,1,4.5e-185,1.1e-180,614.7520752,22.25,13,522,10,536,1,541,0.97,,,1,0.998106060606061
PCYB_082950,PCYB_082950,535,Query,-,528,9.8e-181,614.9,14.2,1,1,4.9e-185,1.2e-180,614.6206055,14.16,2,519,10,531,9,534,0.98,T-complex protein 1 epsilon subunit,,0,0.988636363636364
Bo5g120060,Bo5g120060,533,Query,-,528,9.9e-181,614.9,14.4,1,1,4.9e-185,1.2e-180,614.6275635,14.4,13,519,19,532,8,533,0.98,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A0D3CJ11],,0,0.973484848484849
GSBRNA2T00026691001,GSBRNA2T00026691001,533,Query,-,528,9.9e-181,614.9,14.4,1,1,4.9e-185,1.2e-180,614.6275635,14.4,13,519,19,532,8,533,0.98,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A078GII6],,0,0.973484848484849
LINF_320015700,LINF_320015700,538,Query,-,528,9.9e-181,614.9,2.4,1,1,4.7e-185,1.1e-180,614.7001953,2.39,5,526,13,537,9,538,0.98,chaperonin_containing_t-complex_protein_-_putative,,0,0.994318181818182
LDBPK_321060,LDBPK_321060,538,Query,-,528,9.9e-181,614.9,2.4,1,1,4.7e-185,1.1e-180,614.7001953,2.39,5,526,13,537,9,538,0.98,chaperonin containing t-complex protein, putative,,0,0.994318181818182
TTHERM_00037050,TTHERM_00037050,556,Query,-,528,1e-180,614.9,21.2,1,1,5.4e-185,1.3e-180,614.5058594,21.22,10,516,21,537,13,544,0.96,TCP-1/cpn60 chaperonin family protein,,0,0.979166666666667
EAA17151,EAA17151,566,Query,-,528,1e-180,614.9,11.6,1,1,5.1e-185,1.2e-180,614.562439,11.58,2,516,10,528,9,533,0.98,T-complex protein 1 epsilon subunit,,0,0.982954545454545
TRIUR3_16327,TRIUR3_16327,558,Query,-,528,1e-180,614.8,4.4,1,1,5.2e-185,1.3e-180,614.538147,4.36,3,524,5,532,3,535,0.98,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:M7YK71],,0,1
TraesCS7A02G346200,TraesCS7A02G346200,558,Query,-,528,1e-180,614.8,4.4,1,1,5.2e-185,1.3e-180,614.538147,4.36,3,524,5,532,3,535,0.98,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A1D6SBV0],,0,1
L917_05878,L917_05878,580,Query,-,528,1e-180,614.8,1.8,1,1,5e-185,1.2e-180,614.6166382,1.77,2,526,6,534,5,536,0.98,T-complex protein 1, eta subunit, variant,,0,1.00189393939394
DYB37_008978,DYB37_008978,537,Query,-,528,1e-180,614.8,13.6,1,1,5.1e-185,1.2e-180,614.5662231,13.59,15,519,23,536,13,537,0.98,hypothetical protein,,2,0.973484848484849
BESB_056010,BESB_056010,556,Query,-,528,1e-180,614.8,11.9,1,1,5.3e-185,1.3e-180,614.532959,11.94,3,524,6,535,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00378787878788
AET1Gv20539800,AET1Gv20539800,524,Query,-,528,1e-180,614.8,0.5,1,1,5.3e-185,1.3e-180,614.5106812,0.46,4,505,12,518,9,521,0.98,,,0,0.986742424242424
sm9_0830,sm9_0830,551,Query,-,528,1e-180,614.8,20.4,1,1,5.2e-185,1.2e-180,614.5458374,20.43,2,522,3,517,2,522,0.99,thermosome subunit,,0,0.975378787878788
TraesCS7A02G062100,TraesCS7A02G062100,537,Query,-,528,1e-180,614.8,19.9,1,1,5.2e-185,1.2e-180,614.5529175,19.91,13,524,13,533,2,537,0.98,,,0,1.00189393939394
GSBRNA2T00154192001,GSBRNA2T00154192001,527,Query,-,528,1.1e-180,614.8,12.1,1,1,4.9e-185,1.2e-180,614.6428223,12.1,6,525,5,524,1,527,0.98,,,0,0.984848484848485
SPRG_05283,SPRG_05283,530,Query,-,528,1.1e-180,614.8,3.8,1,1,5e-185,1.2e-180,614.6030273,3.83,1,520,2,526,2,530,0.99,T-complex protein 1 subunit gamma,,0,0.994318181818182
TraesCS5A02G342600,TraesCS5A02G342600,528,Query,-,528,1.1e-180,614.8,12.4,1,1,5.4e-185,1.3e-180,614.4850464,12.36,7,525,7,525,3,528,0.98,,,0,0.982954545454545
SARC_05096,SARC_05096,533,Query,-,528,1.1e-180,614.8,14.2,1,1,5.1e-185,1.2e-180,614.5805664,14.21,3,526,5,531,3,533,0.98,T-complex protein 1 subunit beta,,0,0.998106060606061
PFLG_00956,PFLG_00956,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1 epsilon subunit,,0,0.988636363636364
PFHG_03110,PFHG_03110,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1 subunit epsilon,,0,0.988636363636364
PFMG_03791,PFMG_03791,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1 epsilon subunit,,0,0.988636363636364
PFAG_00518,PFAG_00518,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PF3D7_0320300,PF3D7_0320300,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1 subunit epsilon,,0,0.988636363636364
PFMC_00588,PFMC_00588,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFDG_02434,PFDG_02434,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,hypothetical protein,,0,0.988636363636364
PFTANZ_00651,PFTANZ_00651,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFNF54_00552,PFNF54_00552,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,1,0.988636363636364
PFMALIP_00576,PFMALIP_00576,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFFCH_00273,PFFCH_00273,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFUGPA_05726,PFUGPA_05726,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFFVO_00578,PFFVO_00578,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFBG_00459,PFBG_00459,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
PFNF135_00620,PFNF135_00620,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
C923_00644,C923_00644,535,Query,-,528,1.1e-180,614.7,12.9,1,1,5.5e-185,1.3e-180,614.4750977,12.87,2,519,10,531,9,534,0.98,T-complex protein 1, epsilon subunit,,0,0.988636363636364
TRIDC4BG043560,TRIDC4BG043560,546,Query,-,528,1.1e-180,614.7,12,1,1,5.5e-185,1.3e-180,614.4655762,11.97,7,525,25,543,20,546,0.98,,,0,0.982954545454545
PYU1_G012100,PYU1_G012100,535,Query,-,528,1.1e-180,614.7,14.8,1,1,5.8e-185,1.4e-180,614.3927612,14.77,14,519,20,534,12,535,0.98,T-complex protein 1 subunit delta  [Source:UniProtKB/TrEMBL;Acc:K3X4H7],,0,0.975378787878788
Os03g0619400,Os03g0619400,525,Query,-,528,1.1e-180,614.7,14,1,1,5.8e-185,1.4e-180,614.4020996,14.03,7,525,4,522,2,525,0.98,Chaperone, tailless complex polypeptide 1 domain containing protein,,0,0.982954545454545
ORUFI03G27170,ORUFI03G27170,525,Query,-,528,1.1e-180,614.7,14,1,1,5.8e-185,1.4e-180,614.4020996,14.03,7,525,4,522,2,525,0.98,,,0,0.982954545454545
TRIDC7BG039000,TRIDC7BG039000,558,Query,-,528,1.2e-180,614.6,3.9,1,1,6.1e-185,1.5e-180,614.3120117,3.9,3,524,5,532,3,535,0.98,,,0,1
PC110_g4824,PC110_g4824,546,Query,-,528,1.2e-180,614.6,15.8,1,1,5.9e-185,1.4e-180,614.362915,15.8,13,526,11,545,2,546,0.98,T-complex protein 1 subunit alpha,,0,1.01325757575758
TraesCS5D02G347400,TraesCS5D02G347400,528,Query,-,528,1.2e-180,614.6,11.3,1,1,5.5e-185,1.3e-180,614.4700928,11.32,7,525,7,525,1,528,0.98,,,0,0.982954545454545
TraesCS7B02G237000,TraesCS7B02G237000,558,Query,-,528,1.2e-180,614.6,3.9,1,1,6.1e-185,1.5e-180,614.3120117,3.9,3,524,5,532,3,535,0.98,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A341YQY2],,0,1
Zm00001d040257,Zm00001d040257,525,Query,-,528,1.2e-180,614.6,15.2,1,1,6.1e-185,1.5e-180,614.3151855,15.17,7,525,4,522,2,525,0.98,T-complex protein 1 subunit beta,,2,0.982954545454545
B456_009G190000,B456_009G190000,527,Query,-,528,1.2e-180,614.6,16,1,1,5.7e-185,1.4e-180,614.4163818,16.02,6,525,5,524,1,527,0.98,hypothetical protein,,0,0.984848484848485
MONBRDRAFT_38947,MONBRDRAFT_38947,555,Query,-,528,1.2e-180,614.5,10.7,1,1,6.5e-185,1.5e-180,614.2339478,10.66,3,525,5,534,3,536,0.98,predicted protein,,0,1.00378787878788
BBP00_00000394,BBP00_00000394,546,Query,-,528,1.3e-180,614.5,16.7,1,1,6.3e-185,1.5e-180,614.2785034,16.74,13,526,11,545,2,546,0.98,hypothetical protein,,0,1.01325757575758
STYLEM_4918,STYLEM_4918,554,Query,-,528,1.3e-180,614.5,2.1,1,1,6.2e-185,1.5e-180,614.2973633,2.06,2,526,4,534,3,536,0.97,choline-phosphate cytidylyltransferase-gamma,,0,1.00568181818182
BEWA_019950,BEWA_019950,535,Query,-,528,1.3e-180,614.5,9.1,1,1,6.5e-185,1.6e-180,614.2224121,9.11,3,519,11,531,9,534,0.98,chaperonin containing t-complex protein 1, epsilon subunit, putative,,0,0.986742424242424
TGRUB_205440,TGRUB_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGP89_205440,TGP89_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGDOM2_205440,TGDOM2_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGBR9_205440,TGBR9_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGGT1_205440,TGGT1_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGVAND_205440,TGVAND_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGMAS_205440,TGMAS_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGVEG_205440,TGVEG_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGCAST_205440,TGCAST_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
TGFOU_205440,TGFOU_205440,556,Query,-,528,1.3e-180,614.5,12.4,1,1,6.4e-185,1.5e-180,614.2483521,12.43,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
C922_02072,C922_02072,1123,Query,-,528,1.3e-180,614.5,14.2,1,1,7.7e-185,1.8e-180,613.9857178,14.23,2,519,598,1119,597,1122,0.98,hypothetical protein,,0,0.988636363636364
TraesCS5B02G341900,TraesCS5B02G341900,531,Query,-,528,1.3e-180,614.5,12.5,1,1,6.5e-185,1.6e-180,614.2215576,12.48,7,525,10,528,6,531,0.98,,,0,0.982954545454545
CEG49186,CEG49186,573,Query,-,528,1.3e-180,614.5,1.9,1,1,6.4e-185,1.5e-180,614.2435913,1.95,2,526,6,534,5,536,0.98,t-complex protein eta subunit,,0,1.00189393939394
TanjilG_06113,TanjilG_06113,534,Query,-,528,1.3e-180,614.5,13.5,1,1,6.7e-185,1.6e-180,614.1859131,13.52,13,519,19,533,10,534,0.98,hypothetical protein,,0,0.975378787878788
PRUPE_1G357200,PRUPE_1G357200,527,Query,-,528,1.3e-180,614.4,15.4,1,1,6.2e-185,1.5e-180,614.3045654,15.43,7,525,6,524,1,527,0.98,hypothetical protein,,0,0.982954545454545
AMSG_00567,AMSG_00567,554,Query,-,528,1.4e-180,614.3,1,1,1,7.4e-185,1.8e-180,614.0447388,0.97,2,519,6,527,5,535,0.98,T-complex protein 1 subunit gamma,,0,0.988636363636364
ORGLA03G0243300,ORGLA03G0243300,525,Query,-,528,1.5e-180,614.3,14,1,1,7.4e-185,1.8e-180,614.0418701,14.03,7,525,4,522,2,525,0.98,,,0,0.982954545454545
OBART03G26220,OBART03G26220,525,Query,-,528,1.5e-180,614.3,14,1,1,7.4e-185,1.8e-180,614.0418701,14.03,7,525,4,522,2,525,0.98,,,0,0.982954545454545
ONIVA03G27250,ONIVA03G27250,525,Query,-,528,1.5e-180,614.3,14,1,1,7.4e-185,1.8e-180,614.0418701,14.03,7,525,4,522,2,525,0.98,,,1,0.982954545454545
AET5Gv20789500,AET5Gv20789500,544,Query,-,528,1.5e-180,614.3,11.4,1,1,7.2e-185,1.7e-180,614.0730591,11.35,7,525,23,541,18,544,0.98,,,0,0.982954545454545
HORVU5Hr1G085530,HORVU5Hr1G085530,525,Query,-,528,1.5e-180,614.3,12.1,1,1,7.6e-185,1.8e-180,614.0090332,12.12,7,525,4,522,2,525,0.98,,,0,0.982954545454545
HORVU5Hr1G085530,HORVU5Hr1G085530,524,Query,-,528,1.5e-180,614.3,12.1,1,1,7.7e-185,1.8e-180,613.9909058,12.1,7,525,3,521,2,524,0.98,,,0,0.982954545454545
Bo1g118870,Bo1g118870,534,Query,-,528,1.5e-180,614.2,14.5,1,1,7.8e-185,1.9e-180,613.975647,14.49,13,519,20,533,9,534,0.98,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A0D3ACN6],,0,0.973484848484849
GSBRNA2T00101370001,GSBRNA2T00101370001,534,Query,-,528,1.5e-180,614.2,14.5,1,1,7.8e-185,1.9e-180,613.975647,14.49,13,519,20,533,9,534,0.98,,,0,0.973484848484849
TraesCS7D02G332900,TraesCS7D02G332900,558,Query,-,528,1.6e-180,614.2,3.9,1,1,8.2e-185,2e-180,613.8893433,3.91,3,524,5,532,3,535,0.98,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A341Z0M9],,0,1
TM35_000172640,TM35_000172640,539,Query,-,528,1.6e-180,614.2,1.5,1,1,7.6e-185,1.8e-180,614.013855,1.45,4,525,12,538,9,539,0.98,chaperonin containing T-complex protein,,0,0.998106060606061
B456_009G190000,B456_009G190000,527,Query,-,528,1.7e-180,614.1,15.9,1,1,7.8e-185,1.9e-180,613.9661255,15.95,6,525,5,524,1,527,0.98,hypothetical protein,,0,0.984848484848485
AET4Gv20624300,AET4Gv20624300,525,Query,-,528,1.7e-180,614.1,12.6,1,1,8.5e-185,2e-180,613.8364258,12.63,7,525,4,522,2,525,0.98,,,0,0.982954545454545
GSBRNA2T00140868001,GSBRNA2T00140868001,527,Query,-,528,1.7e-180,614.1,12.9,1,1,7.9e-185,1.9e-180,613.9501953,12.91,6,525,5,524,1,527,0.98,,,0,0.984848484848485
B456_009G190000,B456_009G190000,563,Query,-,528,1.8e-180,614,15.5,1,1,9.3e-185,2.2e-180,613.7180786,15.52,7,525,42,560,39,563,0.98,hypothetical protein,,0,0.984848484848485
TEOVI_000815300,TEOVI_000815300,538,Query,-,528,1.8e-180,614,3,1,1,8.6e-185,2e-180,613.8326416,2.95,6,524,14,537,9,538,0.98,T-complex protein 1, epsilon subunit, putative,,0,0.992424242424242
DPX39_110120900,DPX39_110120900,538,Query,-,528,1.8e-180,614,3,1,1,8.6e-185,2e-180,613.8326416,2.95,6,524,14,537,9,538,0.98,T-complex protein 1,,0,0.992424242424242
Tb11.01.5860,Tb11.01.5860,538,Query,-,528,1.8e-180,614,3,1,1,8.6e-185,2e-180,613.8326416,2.95,6,524,14,537,9,538,0.98,t-complex protein 1, epsilon subunit, putative,,0,0.992424242424242
GSBRNA2T00001296001,GSBRNA2T00001296001,527,Query,-,528,1.9e-180,614,12.5,1,1,8.6e-185,2.1e-180,613.8270874,12.46,6,525,5,524,1,527,0.98,BnaA02g05110D protein [Source:UniProtKB/TrEMBL;Acc:A0A078F3L1],,0,0.984848484848485
ORUFI06G18470,ORUFI06G18470,558,Query,-,528,1.9e-180,613.9,6,1,1,9.9e-185,2.4e-180,613.6288452,5.96,3,524,5,532,3,535,0.98,,,0,1
BBJ29_000208,BBJ29_000208,546,Query,-,528,1.9e-180,613.9,16.6,1,1,9.6e-185,2.3e-180,613.6633301,16.64,13,526,11,545,2,546,0.98,hypothetical protein,,0,1.01325757575758
TraesCS7D02G218500,TraesCS7D02G218500,537,Query,-,528,1.9e-180,613.9,20.6,1,1,9.6e-185,2.3e-180,613.6714478,20.65,13,524,13,533,2,537,0.98,,,0,1.00189393939394
HannXRQ_Chr02g0048731,HannXRQ_Chr02g0048731,527,Query,-,528,1.9e-180,613.9,14,1,1,9e-185,2.2e-180,613.7579346,14.05,6,525,5,524,1,527,0.98,putative chaperonin Cpn60/TCP-1 family,,0,0.984848484848485
SteCoe_7314,SteCoe_7314,548,Query,-,528,2e-180,613.9,8.3,1,1,9.9e-185,2.4e-180,613.6223755,8.29,3,526,7,536,5,538,0.99,hypothetical protein,,0,1.00378787878788
Phyra71530,Phyra71530,546,Query,-,528,2e-180,613.8,16.4,1,1,1e-184,2.4e-180,613.5888672,16.44,13,526,11,545,2,546,0.98,,,0,1.01325757575758
HORVU5Hr1G085530,HORVU5Hr1G085530,549,Query,-,528,2.1e-180,613.8,12.7,1,1,1e-184,2.4e-180,613.5995483,12.65,7,525,28,546,23,549,0.98,,,0,0.982954545454545
Gasu_21340,Gasu_21340,543,Query,-,528,2.1e-180,613.8,8.2,1,1,1.1e-184,2.6e-180,613.5081787,8.23,13,526,9,539,3,541,0.98,T-complex protein 1 subunit,,0,1.00568181818182
AET7Gv20832200,AET7Gv20832200,603,Query,-,528,2.1e-180,613.8,3.9,1,1,1.1e-184,2.6e-180,613.4717407,3.91,3,524,50,577,48,580,0.98,,,0,1
Bo9g150400,Bo9g150400,527,Query,-,528,2.1e-180,613.8,12.5,1,1,9.9e-185,2.4e-180,613.6193237,12.51,6,525,5,524,1,527,0.98,,,0,0.984848484848485
PHYSODRAFT_315720,PHYSODRAFT_315720,533,Query,-,528,2.2e-180,613.7,13.3,1,1,1.1e-184,2.6e-180,613.479187,13.33,14,519,18,532,9,533,0.98,hypothetical protein,,0,0.975378787878788
FCC1311_033022,FCC1311_033022,585,Query,-,528,2.2e-180,613.7,1.5,1,1,1.1e-184,2.6e-180,613.4772339,1.54,2,525,6,538,5,541,0.97,T-complex protein 1 subunit eta,,0,1.0094696969697
THRCLA_05425,THRCLA_05425,530,Query,-,528,2.4e-180,613.6,3.6,1,1,1.1e-184,2.7e-180,613.4295654,3.55,1,520,2,526,2,530,0.99,T-complex protein 1 subunit gamma,,0,0.994318181818182
MPEBLZ_03091,MPEBLZ_03091,538,Query,-,528,2.4e-180,613.6,19.1,1,1,1.2e-184,2.9e-180,613.3320313,19.07,3,526,8,529,6,531,0.99,Hsp60,,0,0.988636363636364
MTR_8g088270,MTR_8g088270,544,Query,-,528,2.4e-180,613.6,19.3,1,1,1.2e-184,2.9e-180,613.3283081,19.32,13,525,13,542,3,544,0.98,TCP-1/cpn60 chaperonin family protein,,0,1.00378787878788
TGCOUG_205440,TGCOUG_205440,556,Query,-,528,2.5e-180,613.6,12.3,1,1,1.2e-184,3e-180,613.3016968,12.3,3,523,6,534,4,538,0.98,CCT chaperonin gamma subunit,,0,1.00189393939394
Bra002337,Bra002337,527,Query,-,528,2.5e-180,613.5,12.5,1,1,1.2e-184,2.8e-180,613.3844604,12.52,6,525,5,524,1,527,0.98,AT5G20890 (E=3e-290) | chaperonin, putative ,,0,0.984848484848485
GSBRNA2T00094371001,GSBRNA2T00094371001,527,Query,-,528,2.5e-180,613.5,12.5,1,1,1.2e-184,2.8e-180,613.3844604,12.52,6,525,5,524,1,527,0.98,BnaC09g37000D protein [Source:UniProtKB/TrEMBL;Acc:A0A078FVX7],,0,0.984848484848485
Bo1g117750,Bo1g117750,639,Query,-,528,2.6e-180,613.5,14.5,1,1,1.5e-184,3.6e-180,613.0279541,14.49,13,519,125,638,114,639,0.98,T-complex protein 1 subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A0D3ACM3],,0,0.973484848484849
HORVU7Hr1G080310,HORVU7Hr1G080310,558,Query,-,528,2.6e-180,613.5,3.7,1,1,1.4e-184,3.2e-180,613.1784668,3.71,3,524,5,532,3,535,0.98,T-complex protein 1 subunit gamma [Source:UniProtKB/TrEMBL;Acc:M0X690],,0,1
OB05G32890,OB05G32890,526,Query,-,528,2.6e-180,613.5,12.7,1,1,1.3e-184,3.2e-180,613.1987915,12.74,7,525,5,523,2,526,0.98,,,0,0.982954545454545
METSMIALI_00160,METSMIALI_00160,550,Query,-,528,2.7e-180,613.4,21.6,1,1,1.4e-184,3.3e-180,613.1687012,21.63,2,522,3,517,2,522,0.99,thermosome, various subunit, archaeal,,0,0.975378787878788
g12030,g12030,527,Query,-,528,2.7e-180,613.4,11.8,1,1,1.2e-184,3e-180,613.2957764,11.79,6,525,5,524,1,527,0.98,,,0,0.984848484848485
fgenesh_masked-pve_contig_23-abinit-gene-0.121,fgenesh_masked-pve_contig_23-abinit-gene-0.121,534,Query,-,528,2.7e-180,613.4,14.1,1,1,1.4e-184,3.3e-180,613.1381226,14.06,14,519,19,533,11,534,0.98,T-complex protein 1 subunit delta.[Source:PGD;Acc:fgenesh_masked-pve_contig_23-abinit-gene-0.121],,0,0.975378787878788
EDI_306160,EDI_306160,537,Query,-,528,2.7e-180,613.4,18.2,1,1,1.4e-184,3.3e-180,613.1508789,18.19,10,523,20,535,9,537,0.97,T-complex protein 1 subunit epsilon, putative,,0,0.977272727272727
HannXRQ_Chr14g0454011,HannXRQ_Chr14g0454011,556,Query,-,528,2.8e-180,613.4,5,1,1,1.5e-184,3.5e-180,613.0698853,4.97,2,524,2,530,1,533,0.98,putative chaperonin Cpn60/TCP-1 family,,0,1.00189393939394
PPTG_18230,PPTG_18230,533,Query,-,528,2.8e-180,613.4,14.2,1,1,1.4e-184,3.4e-180,613.0965576,14.16,14,519,18,532,9,533,0.98,T-complex protein 1, delta subunit,,0,0.975378787878788
F444_20893,F444_20893,533,Query,-,528,2.8e-180,613.4,14.2,1,1,1.4e-184,3.4e-180,613.0965576,14.16,14,519,18,532,9,533,0.98,T-complex protein 1, delta subunit,,0,0.975378787878788
F443_20871,F443_20871,533,Query,-,528,2.8e-180,613.4,14.2,1,1,1.4e-184,3.4e-180,613.0965576,14.16,14,519,18,532,9,533,0.98,T-complex protein 1, delta subunit,,0,0.975378787878788
